student_id,age,gender,study_hours,attendance,previous_grade,parent_education,internet_access,family_support,extra_curricular,sleep_hours,tutoring,final_grade,performance_category
174,15,F,8.664386675276454,57.39920736829174,74.78356942583349,high_school,0,0,1,6.139653477246316,0,99.62445960580756,Excellent
175,22,M,9.933369373586284,92.62788909507768,67.17466421605664,master,1,0,0,5.568383899362369,1,100.0,Excellent
176,15,M,7.524277626155725,85.54423583411597,96.92466370898265,high_school,1,0,1,9.679591436670032,1,100.0,Excellent
177,15,M,0.9048169528705075,95.34714044174169,43.63629446289459,phd,0,1,1,8.357821002212908,1,70.99846895814056,Good
178,16,M,2.8868559553063813,56.61861895174862,81.12372060676034,master,1,0,1,5.3180928002549575,1,79.62970408731539,Good
179,16,F,1.0910963176574973,79.65072501802989,41.49797332720343,phd,1,0,0,6.694500356056681,0,69.0953499547041,Average
180,20,F,6.5051164779171575,79.95602925201626,50.286050602632564,high_school,1,0,0,8.778710617226857,0,90.45949420735823,Excellent
181,21,M,7.651908645557847,67.67303702733912,67.21473999537005,master,0,1,0,7.282377945510653,1,100.0,Excellent
182,19,M,9.256748308807119,72.9233212284629,67.29234656817209,phd,1,1,1,7.899712588995334,1,100.0,Excellent
183,15,M,4.381723464119877,51.89907816449267,81.14203257601864,high_school,1,0,1,8.522609212270314,1,99.05493299568204,Excellent
184,15,M,9.013756495884444,87.2930019313506,94.6127820920654,phd,0,1,0,7.732055132853883,0,100.0,Excellent
185,17,M,8.778911590413275,77.4661239701587,78.34192953489526,bachelor,0,1,0,7.240475931533174,0,100.0,Excellent
186,16,M,3.1719571676539857,52.88705259345869,97.21210587109053,high_school,0,1,1,8.49768570632664,0,87.60268507000923,Excellent
187,19,F,8.68900625540571,84.03779464802427,92.89693839267986,high_school,0,1,1,8.365378212593203,1,100.0,Excellent
188,24,M,3.7567225188172646,73.3391038615594,75.06998773184742,high_school,0,1,0,7.779234401099074,1,90.79755131888575,Excellent
189,20,F,2.968692745602808,51.72306297125,90.02751705512964,master,1,1,1,6.158736480291577,0,83.03261911341953,Good
190,21,F,6.490746587943931,98.48038634240477,78.55465661941804,master,1,0,1,6.43487255320163,0,100.0,Excellent
191,18,M,3.2838122788508106,97.45560715447203,44.713469855423625,master,1,1,1,9.822631293304585,1,95.91514216705862,Excellent
192,21,F,6.302087483291442,75.64512080735987,84.4338833955706,bachelor,0,1,1,4.674315593749155,1,100.0,Excellent
193,22,F,6.098318054986946,54.68362103529551,45.69450647604077,bachelor,1,0,1,5.6110295035170115,0,81.08320272569621,Good
194,15,F,5.634389273484588,87.73106107992959,75.64496683418275,high_school,0,0,1,6.954410555226014,1,99.40369567204822,Excellent
195,20,F,3.804197042327977,74.59655500528645,82.15841235149372,bachelor,0,0,1,9.020378116862716,0,93.67779025266823,Excellent
196,22,F,5.484997216514768,65.122373914469,43.991656492651316,phd,1,0,0,4.982053982378368,0,77.28438303829478,Good
197,19,F,5.964854749854216,74.57090887642784,53.847679235591905,high_school,0,1,0,5.661727708747659,1,88.94846096740298,Excellent
198,18,M,5.456868884954734,76.12220727027322,94.94033393569899,high_school,0,1,1,4.394789306771434,1,100.0,Excellent
199,16,F,4.444194527512016,78.13558495111695,76.97886953397378,phd,1,1,1,8.235911596304911,1,100.0,Excellent
200,20,F,0.1466705704626381,72.06118568276632,54.777161128631896,high_school,0,1,1,5.429256612853697,0,56.88877727471078,Average
201,20,F,5.870617077011509,80.28776515695283,81.4407862688804,bachelor,0,0,0,6.332048504025703,1,97.8061205163173,Excellent
202,15,M,1.6844438514271964,95.93673553031887,75.80658519770138,master,1,1,0,6.662208682178007,1,92.08300961016911,Excellent
203,23,F,6.425759689471896,68.11340435492956,70.0945419950769,phd,0,1,1,9.347883613638734,0,100.0,Excellent
204,20,M,7.59344327922866,86.28582316099745,98.57121849928502,bachelor,0,0,0,6.467981741987421,0,100.0,Excellent
205,17,F,5.004453091307415,94.72262784121162,81.00722664445053,phd,1,1,1,4.8713501194914945,1,100.0,Excellent
206,18,M,5.423636649797383,72.79896378799685,62.52646658007476,phd,1,1,1,7.145889630040726,0,99.58568746887583,Excellent
207,18,M,9.514785596659912,72.17279181909521,88.00440592461209,high_school,1,1,1,9.777747967891777,0,100.0,Excellent
208,17,F,8.471673613725741,80.10584926773898,93.07499757527127,high_school,1,1,1,7.646113846304866,0,100.0,Excellent
209,24,F,9.1423651595147,79.5703379711244,47.513233571009884,bachelor,0,0,1,9.900323322763436,1,100.0,Excellent
210,17,M,8.137662883195864,90.32946711631385,52.03317867071599,phd,0,0,1,9.04664385363322,1,100.0,Excellent
211,17,F,1.0891834184673144,73.82416918891464,52.97362054766678,high_school,1,0,1,4.215794537280477,0,52.254768816281626,Average
212,18,M,1.489918559701947,99.80614748197206,81.47270856319241,high_school,0,0,0,7.950397572262251,0,79.46465395979126,Good
213,21,M,5.266237972689596,52.97357844336404,76.182373303197,phd,0,0,1,5.720601265347302,0,81.57840291840472,Good
214,18,M,2.4606965879799825,50.15839242903509,77.13949388191529,bachelor,1,1,0,7.357701133868343,1,87.74178750463732,Excellent
215,23,M,4.766954750411592,82.00991557798119,96.44639798137005,bachelor,1,1,1,5.676071145587359,0,100.0,Excellent
216,15,M,3.943653238183502,64.92174561809384,86.55469196843836,phd,0,0,1,6.093222499631742,0,84.17696459441203,Good
217,22,F,5.494142384304533,62.019119434974186,47.67621547070699,bachelor,1,0,0,9.539012270525076,1,91.49731911498436,Excellent
218,21,M,7.468757161358227,65.59495400021402,60.850424945510866,high_school,1,0,0,5.239859109350232,0,97.7060733155514,Excellent
219,16,M,7.154909070992744,62.80237825524772,66.12361877054414,phd,1,1,1,9.244654708154982,1,100.0,Excellent
220,22,F,5.212341324853344,51.53950248302239,63.75769532485629,high_school,0,0,0,4.182746848422981,1,74.65624395572168,Good
221,15,M,8.223934188170581,98.57665211952943,80.15851654971274,master,1,1,1,4.545259230217891,1,100.0,Excellent
222,23,F,4.308620915380334,61.037274422639086,93.51358619539376,master,0,1,1,9.12805024830558,0,100.0,Excellent
223,23,F,8.967142898401224,86.70148812946532,58.36308781136728,bachelor,0,1,0,7.7833361854551715,0,100.0,Excellent
224,16,F,0.7128027005516391,88.12981973470876,73.11262818527113,master,0,1,0,8.483416828237301,1,83.50498701102997,Good
225,21,M,9.546600300333075,96.46286990036145,87.36456531481514,high_school,1,0,0,5.2565060249311255,0,100.0,Excellent
226,24,M,6.546930814313482,51.527472854669,64.97308353072096,master,1,1,0,7.222500733540621,1,100.0,Excellent
227,17,M,3.800745089372053,93.60241692235039,50.08708770395775,high_school,1,1,1,8.423315341427829,0,95.60398470638481,Excellent
228,21,F,1.9715412657287734,76.36130904199001,68.4970579158249,bachelor,1,0,0,7.763884822061575,1,88.92307022515259,Excellent
